source,data,target,stato,codice_regione,denominazione_provincia,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,,,,,,,,,,,,,,,,,,,,,,
,21/09/2020,1 wk ahead cum death,US,32,Limestone County,177.729553,36.3141,2174,2174,221,37,495,55,302432,2070,,,,,,,51704,46086,1094,0,,,,,,25457,,0,348518,2933,,,,,348518,2933,457644,4943
,21/09/2020,1 wk ahead cum death,US,34,Limestone County,178.729553,37.3141,,,2073,0,,422,6356454,73860,,,,,165,,343390,339803,3629,0,,,,,,,,0,6699844,77489,,,,,,0,6696257,77489
,21/09/2020,1 wk ahead cum death,US,35,Limestone County,179.729553,38.3141,14604,14604,1358,131,2883,403,1399950,10496,,,,,136,,145977,,2482,0,,,,,143090,106319,,0,2485506,34221,,,,,1545927,12978,2485506,34221
,21/09/2020,1 wk ahead cum death,US,36,Limestone County,180.729553,39.3141,3370,3370,456,0,933,123,518334,0,,,,284,47,,70855,,0,0,,,,,,2379,,0,589189,0,,,,,589189,0,,0
,21/09/2020,1 wk ahead cum death,US,37,Limestone County,181.729553,40.3141,6592,6592,691,47,1629,185,1600733,19810,,,,,,,86797,73915,1291,0,,,,,,17155,,0,1674648,20801,80982,39004,,,,0,1674648,20801
,21/09/2020,1 wk ahead cum death,US,38,Limestone County,182.729553,41.3141,,,557,0,,,2387926,0,,,,,60,,177726,174638,0,0,,,,,,161792,,0,2565652,0,,,,,2562564,0,,0
,21/09/2020,1 wk ahead cum death,US,39,Limestone County,183.729553,42.3141,12990,12990,500,19,,88,2359142,11845,,,,,36,,142930,139903,584,0,,,,,182472,118892,,0,5088797,75834,,,123968,161945,2499045,12395,5088797,75834
,21/09/2020,1 wk ahead cum death,US,40,Limestone County,184.729553,43.3141,16352,16352,422,64,,108,1659777,11649,,129260,,,,,135127,135127,798,0,,,12794,,162576,7880,,0,3049634,36527,,,142054,,1794904,12447,3049634,36527
,21/09/2020,1 wk ahead cum death,US,41,Limestone County,185.729553,44.3141,467,467,11,1,,5,527776,0,9979,,526133,,1,,5913,5283,48,0,344,,,,6563,5112,,0,533689,48,10353,,,,,0,533019,0
,21/09/2020,1 wk ahead cum death,US,42,Limestone County,186.729553,45.3141,,,1000,0,,254,4111638,45347,,,4111638,,94,,159119,143106,0,0,,,,,197889,109539,,0,4270757,45347,310344,,,,,0,4261714,0
,21/09/2020,1 wk ahead cum death,US,44,Limestone County,187.729553,46.3141,8801,8801,484,83,2393,126,1540533,12974,,,,,,,121090,120818,1694,0,,,,,,106774,2458271,27720,2458271,27720,,18861,,,1661351,14647,,0
,21/09/2020,1 wk ahead cum death,US,45,Limestone County,188.729553,47.3141,,,1431,0,,,1223735,15043,79062,71709,2084659,,,,154928,154928,2357,0,4929,4963,3618,,178082,,,0,2266988,44134,84189,24668,68599,13907,1378663,19417,2266988,44134
,21/09/2020,1 wk ahead cum death,US,46,Limestone County,189.729553,48.3141,4,4,,0,,,15456,0,,,,,,,86,86,6,0,,,,,,29,,0,15542,6,,,,,15533,0,19835,-1455
,21/09/2020,1 wk ahead cum death,US,47,Limestone County,190.729553,49.3141,6237,6237,609,0,,140,729544,0,,,,,69,,110006,98475,751,0,95,,,,,94165,,0,839550,751,41053,72982,,,,0,827497,0
,21/09/2020,1 wk ahead cum death,US,48,Limestone County,191.729553,50.3141,1001,1001,324,15,,,405895,2028,,,,,,,22233,22233,638,0,,,,,,13395,,0,428128,2666,,,,,,0,428128,2666
,21/09/2020,1 wk ahead cum death,US,49,Limestone County,192.729553,51.3141,,,1140,0,,316,3338847,40739,,,,,,,243725,235597,2102,0,,,,,,206471,,0,3582572,42841,,14658,,,,0,3574444,42604
,21/09/2020,1 wk ahead cum death,US,51,Limestone County,193.729553,52.3141,1242,1242,217,21,274,39,237411,1065,9909,,,,,,31261,31261,744,0,569,,,,,25492,726187,7170,726187,7170,10478,,,,268672,1809,754769,7530
,21/09/2020,1 wk ahead cum death,US,53,Limestone County,194.729553,53.3141,2647,2647,322,16,,,478633,4795,,,,,,,56714,56714,1286,0,,,,,,38083,,0,535347,6081,,,,,535661,6080,784435,13928
,21/09/2020,1 wk ahead cum death,US,54,Limestone County,195.729553,54.3141,761,761,18,0,246,,301990,5689,,,,,,,9625,9625,111,0,,,,,,8222,,0,523341,1,32487,,31731,,311615,5800,523341,1
,21/09/2020,1 wk ahead cum death,US,55,Limestone County,196.729553,55.3141,24160,24160,759,0,,179,3917058,33463,,,,,60,,218738,218738,934,0,,,,,,35812,,0,4135796,34397,,,,,,0,4135796,34397
,21/09/2020,1 wk ahead cum death,US,72,Limestone County,197.729553,56.3141,3861,3861,168,42,,,1000081,7647,,,,,,,35770,35770,812,0,,,,,,19613,,0,1035851,8459,,,,,,0,1035851,8459
,21/09/2020,1 wk ahead cum death,US,72,Limestone County,198.729553,57.3141,,,503,0,,139,665582,6596,,,,,60,,89652,89652,967,0,,,,,,2326,1130608,14803,755234,7563,,,,,755234,7563,1154583,0
,21/09/2020,1 wk ahead cum death,US,56,Limestone County,199.729553,58.3141,89995,89995,929,0,,195,12288512,158188,,,,,103,,482891,482891,1784,0,,,,,,78235,12771403,159972,12771403,159972,,,,,,0,,0
COVID-delphi,28/09/2020,1 wk ahead cum death,US,32,Limestone County,200.729553,59.3141,17009,17009,1079,99,3539,282,3674174,48678,,,,,127,,180225,169811,2234,0,,,,,,149351,,0,3854399,50912,,,,,,0,3843985,50815
,28/09/2020,1 wk ahead cum death,US,28,Limestone County,201.729553,60.3141,7770,7770,792,169,,301,1327532,14692,,,1327532,,,7287,106503,106503,1195,0,4635,,,,118537,90845,,0,1434035,15887,85717,,,,,0,1448159,15928
,28/09/2020,1 wk ahead cum death,US,50,Limestone County,202.729553,61.3141,2886,2886,190,0,,44,742327,6073,,,742327,,15,,39316,36971,381,0,,,,,,5870,,0,781643,6454,,,,,773225,0,,0
,28/09/2020,1 wk ahead cum death,US,56,Limestone County,46.729553,-94.6859,,,847,0,,,2119850,16806,,,,,92,,180943,173850,1857,0,,,,,,144754,,0,2300793,18663,,,,,2293700,18487,3562114,44427
,28/09/2020,1 wk ahead cum death,US,17,Limestone County,41.603221,-73.087749,,,317,0,,56,305972,0,,,303412,,39,,56650,28293,238,0,28357,,,,7002,25645,,0,362622,238,,,,,,0,310546,0
,28/09/2020,1 wk ahead cum death,US,31,Limestone County,47.729553,-93.6859,3039,3039,125,24,,13,366796,4310,,,922827,,4,,27978,27978,287,0,,,,,38180,2535,961007,25384,961007,25384,,,,,394774,4597,,0
,28/09/2020,1 wk ahead cum death,US,40,Limestone County,27.664827,-81.515754,9917,9917,759,63,,205,1421837,17773,68341,,1373750,,103,,163214,156655,961,0,8057,13716,,,204742,81703,,0,1585051,18734,76398,82295,,,,0,1578492,18629
,28/09/2020,1 wk ahead cum death,US,21,Limestone County,44.068202,-114.742041,2077,2077,295,33,,,196593,1408,,,,,,,32611,31711,806,0,,,,,,24528,,0,229204,2214,,,,,229204,2214,359987,5883
,28/09/2020,1 wk ahead cum death,US,13,Limestone County,19.898682,-155.665857,9555,9555,1299,66,,364,3078994,27974,,,3033011,,171,,226139,215062,2646,0,,,,,261045,203586,,0,3305133,30620,,,,,,0,3294056,30354
,28/09/2020,1 wk ahead cum death,US,24,Limestone County,38.910832,-75.52767,,,4275,0,,1348,6453673,58305,,,,,,,820563,820563,4885,0,42170,20255,,,,723204,,0,7274236,63190,449341,229439,,,,0,7274236,63190
,28/09/2020,1 wk ahead cum death,US,4,Limestone County,39.045755,-76.641271,4610,4610,313,51,1016,96,873154,7802,,,,401,,,93297,93297,1340,0,,3387,,3227,,69110,,0,966451,9142,,59052,,28590,966451,9142,1288109,14717
,28/09/2020,1 wk ahead cum death,US,1,Limestone County,48.729553,-92.6859,19989,19989,993,76,,219,2211312,18539,,,,,100,290,165238,155068,1114,0,,,,,184857,18996,2366380,19481,2366380,19481,,,,,,0,,0
,28/09/2020,1 wk ahead cum death,US,25,Limestone County,35.20105,-91.831833,,,,0,,,21175,0,,,,,,30,1329,,0,0,,,,,,1294,,0,22504,0,,,,,,0,22534,0
,28/09/2020,1 wk ahead cum death,US,33,Limestone County,49.729553,-91.6859,,,3,0,,,175407,717,,,,,,,1926,1926,11,0,,,,,,1687,,0,177333,728,,,,,177333,728,,0
,28/09/2020,1 wk ahead cum death,US,55,Limestone County,39.550051,-105.782067,7971,7971,280,15,,,2097360,24353,,,,,27,,96894,96894,709,0,,,,,,,2194254,25062,2194254,25062,,,,,,0,,0
,28/09/2020,1 wk ahead cum death,US,5,Limestone County,50.729553,-90.6859,9027,9027,1068,0,1325,268,1590569,0,,,,,,176,175227,166186,0,0,,,,,,130231,,0,1765796,0,,,,,1756755,0,,0
,28/09/2020,1 wk ahead cum death,US,22,Limestone County,51.729553,-89.6859,,,180,0,,65,652560,4561,,,,,28,,19801,18903,221,0,,,,,,14563,,0,672361,4782,18671,,,,,0,671463,4746
,28/09/2020,1 wk ahead cum death,US,35,Limestone County,52.729553,-88.6859,358,358,51,-1,,,108754,0,,,201884,,,,8816,7479,151,0,,,,,7105,6559,,0,117570,151,,,,,116091,0,208990,0
,28/09/2020,1 wk ahead cum death,US,26,Limestone County,53.729553,-87.6859,,,59,0,,,511088,2975,,,512012,,8,,11576,11576,228,0,,,,,10337,6237,,0,522664,3203,,,,,,0,522664,3203
,28/09/2020,1 wk ahead cum death,US,39,Limestone County,31.244823,-92.145024,18855,18855,859,220,1926,,1091458,6043,,,,1099,,,170374,149724,1212,0,,,,,,74238,,0,1241182,7108,,,61222,,,0,1241182,7108
,28/09/2020,1 wk ahead cum death,US,34,Limestone County,54.729553,-86.6859,6243,6243,583,44,,238,1105781,11082,,,1105781,764,101,,97539,92117,1015,0,,3300,,6008,,87256,,0,1197898,11896,,21856,,34343,,0,1197898,11896
,28/09/2020,1 wk ahead cum death,US,19,Limestone County,32.318231,-86.902298,,,,0,,,1616,0,,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
,28/09/2020,1 wk ahead cum death,US,37,Limestone County,55.729553,-85.6859,20491,20491,747,29,,167,1384981,7640,,,,,79,,229486,224399,738,0,,,,,,37994,,0,1609380,8347,305662,,,,1609380,8347,,0
,28/09/2020,1 wk ahead cum death,US,48,Limestone County,56.729553,-84.6859,,,3035,0,,713,15760480,101069,,,,,,,861476,861476,3075,0,,,,,,,,0,16621956,104144,,,,,,0,16621956,104144
,28/09/2020,1 wk ahead cum death,US,51,Limestone County,57.729553,-83.6859,8127,8127,420,59,,,974189,9699,163043,,,,,,81918,76377,1141,0,12385,,,,,7034,1625527,22571,1625527,22571,175428,,,,1050566,10791,,0
,28/09/2020,1 wk ahead cum death,US,18,Limestone County,58.729553,-82.6859,12043,12043,184,0,,,1904803,32262,,,,,,,62830,60309,802,0,,,,,,9651,,0,1967633,33064,,,,,,0,1965112,33048
,28/09/2020,1 wk ahead cum death,US,53,Limestone County,32.157435,-82.907123,,,86,0,,21,439532,5084,,,,,6,,16255,,89,0,,,,,,12731,455787,5173,455787,5173,,,,,237674,1799,,0
,28/09/2020,1 wk ahead cum death,US,54,Limestone County,59.729553,-81.6859,,,104,0,,26,298418,2345,,,,,,,22724,21635,164,0,,,,,,11818,,0,321142,2509,,,,,321142,2509,494635,3205
,28/09/2020,1 wk ahead cum death,US,47,Limestone County,41.878003,-93.097702,47396,47396,2083,173,,,4925248,26715,487730,475588,7173295,,,4286,748437,724208,3449,0,51923,,50676,,962813,,,0,5673685,30164,539844,,526404,,5680917,30193,8180183,50288
,28/09/2020,1 wk ahead cum death,US,41,Limestone County,38.905985,-77.033418,30217,30217,1668,136,5614,,2916420,22880,,,2938605,,,,337850,337850,1609,0,27535,,,,315665,,,0,3254270,24489,317061,,,,,0,3254270,24489
,28/09/2020,1 wk ahead cum death,US,8,Limestone County,60.729553,-80.6859,,,67,0,,15,54584,546,,,,,4,,3538,3527,111,0,6,11,,,,2297,,0,58122,657,201,32,,,58111,656,58088,655
,28/09/2020,1 wk ahead cum death,US,11,Limestone County,61.729553,-79.6859,978,978,103,17,,23,295153,0,,,,,5,,13962,13764,90,0,,,,,13703,10915,466030,3489,466030,3489,,,,,308090,0,,0
,28/09/2020,1 wk ahead cum death,US,36,Limestone County,62.729553,-78.6859,,,468,0,,105,722829,-14060,,59835,,,48,,99946,99946,1229,0,,,3654,5026,,80560,,0,822775,-12831,,,63528,63948,824384,-12831,,0
,28/09/2020,1 wk ahead cum death,US,38,Limestone County,63.729553,-77.6859,2137,2137,219,15,494,56,300362,2143,,,,,,,50610,45223,718,0,,,,,,25214,,0,345585,2715,,,,,345585,2715,452701,452701
,28/09/2020,1 wk ahead cum death,US,49,Limestone County,40.551217,-85.602364,,,2016,0,,410,6282594,83205,,,,,151,,339761,336174,5103,0,,,,,,,,0,6622355,88308,,,,,,0,6618768,87759
,28/09/2020,1 wk ahead cum death,US,45,Limestone County,39.011902,-98.484246,14473,14473,1311,120,2867,379,1389454,9264,,,,,136,,143495,,2283,0,,,,,140959,106319,,0,2451285,1006,,,,,1532949,11547,2451285,1006
,28/09/2020,1 wk ahead cum death,US,15,Limestone County,64.729553,-76.6859,3370,3370,456,61,933,123,518334,7662,,,,284,47,,70855,,1700,0,,,,,,2379,,0,589189,9362,,,,,589189,9362,,0
,28/09/2020,1 wk ahead cum death,US,9,Limestone County,65.729553,-75.6859,6545,6545,667,39,1622,187,1580923,19739,,,,,,,85506,72924,1311,0,,,,,,17018,,0,1653847,20767,80845,38657,,,,0,1653847,20767
,28/09/2020,1 wk ahead cum death,US,12,Limestone County,34.048928,-111.093731,,,557,0,,,2387926,18871,,,,,60,,177726,174638,774,0,,,,,,161792,,0,2565652,19645,,,,,2562564,19645,,0
,28/09/2020,1 wk ahead cum death,US,16,Limestone County,66.729553,-74.6859,12971,12971,513,25,,77,2347297,14260,,,,,33,,142346,139353,767,0,,,,,181769,118892,,0,5012963,57641,,,123893,160204,2486650,14962,5012963,57641
,28/09/2020,1 wk ahead cum death,US,30,Limestone County,40.633125,-89.398528,16288,16288,416,33,,111,1648128,10841,,129260,,,,,134329,134329,781,0,,,12794,,161583,7869,,0,3013107,27647,,,142054,,1782457,11622,3013107,27647
,28/09/2020,1 wk ahead cum death,US,29,Limestone County,67.729553,-73.6859,466,466,11,2,,5,527776,7545,9979,,526133,,1,,5865,5243,29,0,344,,,,6563,5099,,0,533641,7574,10353,,,,,0,533019,7582
,28/09/2020,1 wk ahead cum death,US,20,Limestone County,68.729553,-72.6859,,,1000,0,,254,4066291,51215,,,4066291,,94,,159119,143106,2206,0,,,,,195423,104271,,0,4225410,53421,310344,,,,,0,4261714,53356
,28/09/2020,1 wk ahead cum death,US,42,Limestone County,69.729553,-71.6859,8718,8718,484,66,2375,126,1527559,21148,,,,,,,119396,119145,2290,0,,,,,,105120,2430551,43703,2430551,43703,,17764,,,1646704,23428,,0
,28/09/2020,1 wk ahead cum death,US,10,Limestone County,70.729553,-70.6859,,,1443,0,,,1208692,0,78502,71709,2045374,,,,152571,152571,2017,0,4830,4696,3618,,173299,,,0,2222854,0,83529,23021,68258,13340,1359246,0,2222854,0
,28/09/2020,1 wk ahead cum death,US,46,Limestone County,36.778261,-119.417932,4,4,,0,,,15456,0,,,,,,,80,80,3,0,,,,,,29,,0,15536,3,,,,,15533,0,21290,0
,28/09/2020,1 wk ahead cum death,US,44,Limestone County,71.729553,-69.6859,6237,6237,596,0,,146,729544,24889,,,,,75,,109255,97953,1116,0,95,,,,,94165,,0,838799,26005,41053,72982,,,,0,827497,30529
,28/09/2020,1 wk ahead cum death,US,23,Limestone County,72.729553,-68.6859,986,986,319,27,,,403867,4968,,,,,,,21595,21595,662,0,,,,,,13212,,0,425462,5630,,,,,,0,425462,5630
,28/09/2020,1 wk ahead cum death,US,23,Limestone County,73.729553,-67.6859,,,1148,0,,299,3298108,36284,,,,,,,241623,233732,2684,0,,,,,,206471,,0,3539731,38968,,13588,,,,0,3531840,38654
,28/09/2020,1 wk ahead cum death,US,2,Limestone County,37.839333,-84.270018,1221,1221,217,29,271,39,236346,1238,9887,,,,,,30517,30517,864,0,563,,,,,24882,719017,8751,719017,8751,10450,,,,266863,2102,747239,9219
,28/09/2020,1 wk ahead cum death,US,6,Limestone County,45.253783,-69.445469,2631,2631,323,38,,,473838,4528,,,,,,,55428,55428,961,0,,,,,,37653,,0,529266,5489,,,,,529581,5487,770507,14047
,28/09/2020,1 wk ahead cum death,US,27,Limestone County,74.729553,-66.6859,761,761,16,0,246,,296301,2151,,,,,,,9514,9514,88,0,,,,,,8155,,0,523340,5196,32487,,31675,,305815,2239,523340,5196
Covidhub-ensembl,28/09/2020,1 wk ahead cum death,US,60,Limestone County,,,24160,24160,728,68,,178,3883595,30232,,,,,60,,217804,217804,810,0,,,,,,35753,,0,4101399,31042,,,,,,0,4101399,31042
,28/09/2020,1 wk ahead cum death,US,69,Limestone County,63.588753,-154.493062,3819,3819,150,30,,,992434,7695,,,,,,,34958,34958,668,0,,,,,,19457,,0,1027392,8363,,,,,,0,1027392,8363
,28/09/2020,1 wk ahead cum death,US,66,Limestone County,75.729553,-65.6859,,,469,0,,142,658986,1611,,,,,60,,88685,88685,716,0,,,,,,2326,1115805,4613,747671,2327,,,,,747671,2327,1154583,0
,28/09/2020,1 wk ahead cum death,US,78,Limestone County,76.729553,-64.6859,89995,89995,918,0,,200,12130324,134332,,,,,97,,481107,481107,1707,0,,,,,,78117,12611431,136039,12611431,136039,,,,,,0,,0
,28/09/2020,1 wk ahead cum death,US,72,Limestone County,77.729553,-63.6859,16910,16910,1084,86,3522,279,3625496,40360,,,,,134,,177991,167674,2148,0,,,,,,148284,,0,3803487,42508,,,,,,0,3793170,42407
,28/09/2020,1 wk ahead cum death,US,50,Limestone County,78.729553,-62.6859,7601,7601,793,0,,291,1312840,17908,,,1312840,,,8240,105308,105308,1472,0,4411,,,,117116,89815,,0,1418148,19380,83562,,,,,0,1432231,19474
,28/09/2020,1 wk ahead cum death,US,36,Limestone County,79.729553,-61.6859,2886,2886,190,18,,44,736254,5503,,,736254,,15,,38935,36971,410,0,,,,,,5870,,0,775189,5913,,,,,773225,5889,,0
,28/09/2020,1 wk ahead cum death,US,29,Limestone County,80.729553,-60.6859,,,830,0,,,2103044,13847,,,,,80,,179086,172169,1566,0,,,,,,143268,,0,2282130,15413,,,,,2275213,15222,3517687,35611
,28/09/2020,1 wk ahead cum death,US,2,Limestone County,81.729553,-59.6859,,,341,0,,64,305972,0,,,303412,,35,,56412,28174,327,0,28238,,,,7002,25298,,0,362384,327,,,,,,0,310546,0
,28/09/2020,1 wk ahead cum death,US,10,Limestone County,82.729553,-58.6859,3015,3015,137,16,,14,362486,3148,,,897780,,5,,27691,27691,253,0,,,,,37843,2501,935623,8439,935623,8439,,,,,390177,3401,,0
,28/09/2020,1 wk ahead cum death,US,34,Limestone County,41.603221,-73.087749,9854,9854,769,56,,206,1404064,18562,68013,,1356282,,98,,162253,155799,1147,0,7925,13448,,,203581,81106,,0,1566317,19709,75938,79570,,,,0,1559863,19492
,28/09/2020,1 wk ahead cum death,US,33,Limestone County,38.910832,-75.52767,2044,2044,299,44,,,195185,1958,,,,,,,31805,30940,793,0,,,,,,24186,,0,226990,2751,,,,,226990,2751,354104,6888
,28/09/2020,1 wk ahead cum death,US,49,Limestone County,45.253783,-69.445469,9489,9489,1281,73,,361,3051020,5184,,,3005275,,154,,223493,212682,666,0,,,,,258427,201831,,0,3274513,5850,,,,,,0,3263702,5750
,28/09/2020,1 wk ahead cum death,US,9,Limestone County,83.729553,-57.6859,,,4248,0,,1290,6395368,93286,,,,,,,815678,815678,5870,0,41811,19956,,,,719478,,0,7211046,99156,447010,227407,,,,0,7211046,99156
,28/09/2020,1 wk ahead cum death,US,42,Limestone County,84.729553,-56.6859,4559,4559,304,48,1007,96,865352,7811,,,,400,,,91957,91957,1496,0,,3312,,3157,,68092,,0,957309,9307,,56742,,27965,957309,9307,1273392,15511
,28/09/2020,1 wk ahead cum death,US,11,Limestone County,19.898682,-155.665857,19913,19913,1002,73,,222,2192773,19088,,,,,104,329,164124,154126,1183,0,,,,,183829,18911,2346899,20097,2346899,20097,,,,,,0,,0
,28/09/2020,1 wk ahead cum death,US,23,Limestone County,85.729553,-55.6859,,,,0,,,21175,137,,,,,,30,1329,,2,0,,,,,,1294,,0,22504,139,,,,,,0,22534,138
,28/09/2020,1 wk ahead cum death,US,26,Limestone County,86.729553,-54.6859,,,1,0,,,174690,867,,,,,,,1915,1915,12,0,,,,,,1687,,0,176605,879,,,,,176605,879,,0
,28/09/2020,1 wk ahead cum death,US,25,Limestone County,87.729553,-53.6859,7956,7956,274,73,,,2073007,22007,,,,,18,,96185,96185,676,0,,,,,,,2169192,22683,2169192,22683,,,,,,0,,0
,28/09/2020,1 wk ahead cum death,US,15,Limestone County,88.729553,-52.6859,9027,9027,1101,135,1325,274,1590569,10725,,,,,,206,175227,166186,4105,0,,,,,,130231,,0,1765796,14830,,,,,1756755,14586,,0
,28/09/2020,1 wk ahead cum death,US,44,Limestone County,35.20105,-91.831833,,,188,0,,70,647999,10667,,,,,31,,19580,18718,498,0,,,,,,14269,,0,667579,11165,18627,,,,,0,666717,11025
,28/09/2020,1 wk ahead cum death,US,5,Limestone County,38.905985,-77.033418,359,359,51,5,,,108754,740,,,201884,,,,8665,7337,290,0,,,,,7105,6494,,0,117419,1030,,,,,116091,988,208990,4609
,28/09/2020,1 wk ahead cum death,US,46,Limestone County,34.048928,-111.093731,,,60,0,,,508113,2119,,,508970,,7,,11348,11348,165,0,,,,,10178,6066,,0,519461,2284,,,,,,0,519461,2284
,28/09/2020,1 wk ahead cum death,US,45,Limestone County,89.729553,-51.6859,18635,18635,844,0,1914,,1085415,6939,,,,1091,,,169162,148659,1185,0,,,,,,74238,,0,1234074,7853,,,60916,,,0,1234074,7853
,28/09/2020,1 wk ahead cum death,US,47,Limestone County,90.729553,-50.6859,6199,6199,587,51,,236,1094699,11592,,,1094699,760,103,,96524,91303,1278,0,,3300,,5789,,86447,,0,1186002,12660,,21856,,32741,,0,1186002,12660
,28/09/2020,1 wk ahead cum death,US,48,Limestone County,40.633125,-89.398528,,,,0,,,1616,0,,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
,28/09/2020,1 wk ahead cum death,US,38,Limestone County,91.729553,-49.6859,20462,20462,726,96,,173,1377341,10731,,,,,75,,228748,223692,1113,0,,,,,,37782,,0,1601033,11831,304875,,,,1601033,11831,,0
,28/09/2020,1 wk ahead cum death,US,4,Limestone County,92.729553,-48.6859,,,3078,0,,706,15659411,88996,,,,,,,858401,858401,3329,0,,,,,,,,0,16517812,92325,,,,,,0,16517812,92325
,28/09/2020,1 wk ahead cum death,US,51,Limestone County,93.729553,-47.6859,8068,8068,405,65,,,964490,6600,162573,,,,,,80777,75285,692,0,12345,,,,,6968,1602956,14324,1602956,14324,174918,,,,1039775,7230,,0
,28/09/2020,1 wk ahead cum death,US,53,Limestone County,39.011902,-98.484246,12043,12043,191,198,,,1872541,15678,,,,,,,62028,59523,167,0,,,,,,9651,,0,1934569,15845,,,,,,0,1932064,15817
,28/09/2020,1 wk ahead cum death,US,17,Limestone County,94.729553,-46.6859,,,88,0,,22,434448,2318,,,,,10,,16166,,34,0,,,,,,12681,450614,2352,450614,2352,,,,,235875,612,,0
,28/09/2020,1 wk ahead cum death,US,16,Limestone County,95.729553,-45.6859,,,111,0,,28,296073,1715,,,,,,,22560,21473,95,0,,,,,,11724,,0,318633,1810,,,,,318633,1810,491430,1270
,28/09/2020,1 wk ahead cum death,US,32,Limestone County,96.729553,-44.6859,47223,47223,2119,212,,,4898533,24918,487730,475588,7127425,,,4291,744988,721440,3356,0,51923,,50676,,958498,,,0,5643521,28274,539844,,526404,,5650724,28286,8129895,46803
,28/09/2020,1 wk ahead cum death,US,6,Limestone County,97.729553,-43.6859,30081,30081,1682,163,5580,,2893540,23833,,,2915627,,,,336241,336241,1640,0,27277,,,,314154,,,0,3229781,25473,315202,,,,,0,3229781,25473
,28/09/2020,1 wk ahead cum death,US,20,Limestone County,32.318231,-86.902298,,,72,0,,19,54038,485,,,,,4,,3427,3417,86,0,6,10,,,,2294,,0,57465,571,199,30,,,57455,571,57433,568
,28/09/2020,1 wk ahead cum death,US,22,Limestone County,98.729553,-42.6859,961,961,105,10,,27,295153,0,,,,,9,,13872,13674,99,0,,,,,13613,10883,462541,4069,462541,4069,,,,,308090,0,,0
,28/09/2020,1 wk ahead cum death,US,40,Limestone County,99.729553,-41.6859,,,482,0,,107,736889,5020,,59547,,,49,,98717,98717,1333,0,,,3638,4921,,80203,,0,835606,6353,,,63224,44640,837215,6354,,0
,28/09/2020,1 wk ahead cum death,US,41,Limestone County,,,2122,2122,219,36,492,56,298219,1603,,,,,,,49892,44651,645,0,,,,,,24983,,0,342870,2094,,,,,342870,2094,,0
,28/09/2020,1 wk ahead cum death,US,54,Limestone County,31.244823,-92.145024,,,1932,0,,388,6199389,63071,,,,,147,,334658,331620,4015,0,,,,,,,,0,6534047,67086,,,,,,0,6531009,67086
,28/09/2020,1 wk ahead cum death,US,56,Limestone County,39.045755,-76.641271,14353,14353,1355,125,2845,377,1380190,8399,,,,,132,,141212,,1943,0,,,,,140901,105594,,0,2450279,7707,,,,,1521402,10342,2450279,7707
,28/09/2020,1 wk ahead cum death,US,30,Limestone County,40.551217,-85.602364,3309,3309,488,0,913,128,510672,0,,,,280,42,,69155,,0,0,,,,,,2340,,0,579827,0,,,,,579827,0,,0
,28/09/2020,1 wk ahead cum death,US,31,Limestone County,100.729553,-40.6859,6506,6506,738,27,1616,192,1561184,30356,,,,,,,84195,71896,1182,0,,,,,,16928,,0,1633080,31193,80048,38136,,,,0,1633080,31193
,28/09/2020,1 wk ahead cum death,US,35,Limestone County,41.878003,-93.097702,,,566,0,,,2369055,25541,,,,,61,,176952,173864,743,0,,,,,,161792,,0,2546007,26284,,,,,2542919,26284,,0
,28/09/2020,1 wk ahead cum death,US,39,Limestone County,101.729553,-39.6859,12946,12946,503,13,,92,2333037,14169,,,,,34,,141579,138651,587,0,,,,,180913,118892,,0,4955322,59123,,,123572,157165,2471688,14737,4955322,59123
,28/09/2020,1 wk ahead cum death,US,13,Limestone County,102.729553,-38.6859,16255,16255,412,40,,109,1637287,9551,,129260,,,,,133548,133548,630,0,,,12794,,160667,7851,,0,2985460,28636,,,142054,,1770835,10181,2985460,28636
,28/09/2020,1 wk ahead cum death,US,19,Limestone County,103.729553,-37.6859,464,464,11,1,,5,520231,5645,9979,,518593,,1,,5836,5206,20,0,344,,,,6523,5070,,0,526067,5665,10335,,,,,0,525437,5660
,28/09/2020,1 wk ahead cum death,US,1,Limestone County,32.157435,-82.907123,,,1000,0,,254,4015076,40119,,,4015076,,95,,156913,141091,2458,0,,,,,193282,104271,,0,4171989,42577,309383,,,,,0,4208358,42122
,28/09/2020,1 wk ahead cum death,US,28,Limestone County,104.729553,-36.6859,8652,8652,445,67,2362,115,1506411,8943,,,,,,,117106,116865,1163,0,,,,,,104547,2386848,19504,2386848,19504,,16963,,,1623276,10045,,0
,28/09/2020,1 wk ahead cum death,US,37,Limestone County,105.729553,-35.6859,,,1443,0,,,1208692,5210,78502,71709,2045374,,,,150554,150554,1875,0,4830,4696,3618,,173299,,,0,2222854,16480,83529,23021,68258,13340,1359246,7085,2222854,16480
,28/09/2020,1 wk ahead cum death,US,18,Limestone County,106.729553,-34.6859,4,4,,0,,,15456,0,,,,,,,77,77,0,0,,,,,,29,,0,15533,0,,,,,15533,0,21290,0
