data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
2020-10-14 19:00:00,US,57.35518537,Arizona,35.778261,-120.417932,64843.93491,374,,5,1213,,,422,-1,,104,73779,6777,
2020-10-14 19:00:00,US,57.62119805,Arizona,38.550051,-106.782067,64844.93406,22618,,140,1218.1,86574,86574,5896,367,,1980,1063274,32789,
2020-10-14 19:00:00,US,57.88721073,Arizona,40.603221,-74.087749,64845.9332,1624,1471,14,1223.2,4920,4920,913,50,1304,342,236538,17310,
2020-10-14 19:00:00,US,58.15322341,Arizona,37.905985,-78.033418,64846.93235,287,,-1,1228.3,879,879,179,1,,72,118161,-1,
2020-10-14 19:00:00,US,58.41923609,Arkansas,37.910832,-76.52767,64847.93149,136,,-1,1233.4,702,702,155,3,,36,90732,2145,
2020-10-14 19:00:00,US,58.68524877,Arkansas,26.664827,-82.515754,64848.93064,4417,,14,1238.5,,,1820,-1,,,270669,4444,
2020-10-14 19:00:00,US,58.95126145,Arkansas,31.157435,-83.907123,64849.92978,122,59,0,1243.6,,,149,-1,,23,,-1,
2020-10-14 19:00:00,US,59.21727413,Arkansas,18.898682,-156.665857,64850.92893,498,,9,1248.7,1417,1417,259,14,,63,79767,1536,
2020-10-14 19:00:00,US,59.48328681,California,40.878003,-94.097702,64851.92807,379,379,-1,1253.8,1420,1420,,-1,,,111669,10460,
2020-10-14 19:00:00,US,59.74929948,California,43.068202,-115.742041,64852.92722,43,,-1,1258.9,311,311,76,7,,,24571,354,
2020-10-14 19:00:00,US,60.01531216,California,39.633125,-90.398528,64853.92636,297,297,2,1264,1481,1481,512,7,,,307891,4978,
2020-10-14 19:00:00,US,60.28132484,California,39.551217,-86.602364,64854.92551,1335,,30,1269.1,,,1511,-1,,,602570,10830,
2020-10-14 19:00:00,US,60.54733752,Colorado,38.011902,-99.484246,64855.92465,79,,1,1274.2,585,585,180,7,195,,163513,3807,
2020-10-14 19:00:00,US,60.8133502,Colorado,36.839333,-85.270018,64856.9238,1008,974,6,1279.3,5516,5516,1523,102,,378,159972,4087,
2020-10-14 19:00:00,US,61.07936288,Colorado,30.244823,-93.145024,64857.92294,5,5,-1,1284.4,,,,-1,,,1277,83,
2020-10-14 19:00:00,US,61.34537556,Colorado,41.407211,-72.382437,64858.92209,53,53,0,1289.5,,,13,-1,,,22973,776,
2020-10-14 19:00:00,US,61.61138824,Connecticut,38.045755,-77.641271,64859.92123,999,999,7,1294.6,,,167,-1,,51,282580,2403,
2020-10-14 19:00:00,US,61.87740092,Connecticut,44.253783,-70.445469,64860.92038,452,452,-1,1299.7,2037,2037,363,19,493,130,139673,5467,
2020-10-14 19:00:00,US,62.1434136,Connecticut,43.314844,-86.602364,64861.91952,66,,2,1304.8,,,47,-1,,10,73999,2063,
2020-10-14 19:00:00,US,62.40942628,Connecticut,45.729553,-95.6859,64862.91867,7,,0,1309.9,69,69,7,0,,,16330,652,
2020-10-14 19:00:00,US,62.67543896,Delaware,36.964253,-92.831833,64863.91781,9,9,-1,1315,,,9,-1,,,32888,858,
2020-10-14 19:00:00,US,62.94145164,Delaware,31.354668,-90.398528,64864.91696,484,484,8,1320.1,1386,1386,454,9,500,,141970,7123,
2020-10-14 19:00:00,US,63.20746431,Delaware,45.879682,-111.362566,64865.9161,97,,-1,1325.2,519,519,64,-1,,,77065,-1,
2020-10-14 19:00:00,US,63.47347699,Delaware,34.759573,-80.0193,64866.91525,-1,,-1,1330.3,,,,-1,,,104,-1,
2020-10-14 19:00:00,,63.73948967,District of Columbia,46.551493,-102.002012,64867.91439,678,,27,1335.4,2672,2672,790,36,,343,133156,4324,
2020-10-14 19:00:00,,64.00550235,District of Columbia,40.492537,-100.901813,64868.91354,3203,,95,1340.5,,,4423,-1,,1312,1102332,43362,
2020-10-14 19:00:00,,64.27151503,District of Columbia,42.193852,-72.572395,64869.91268,877,,-214,1345.6,3841,3841,670,52,,,100607,3415,27490
2020-10-14 19:00:00,,64.53752771,District of Columbia,39.058324,-75.405661,64870.91182,3338,,53,1350.7,10945,10945,993,-1,,,128051,8228,
2020-10-14 19:00:00,,64.80354039,Florida,33.97273,-106.032363,64871.91097,374,,6,1355.8,,,381,-1,,,28489,1021,
2020-10-14 19:00:00,,65.06955307,Florida,37.80261,-117.419389,64872.91011,382,335,9,1360.9,,,249,-1,,,32210,1305,
2020-10-14 19:00:00,,65.33556575,Florida,42.299428,-75.217933,64873.90926,2039,2039,48,1366,8392,8392,,399,,,585235,19608,
2020-10-14 19:00:00,,65.60157843,Florida,39.417287,-83.907123,64874.9084,1591,,34,1371.1,6734,6734,1004,296,1553,,283921,18728,
2020-10-14 19:00:00,,65.86759111,Georgia,34.007752,-98.092877,64875.90755,4,,-1,1376.2,,,,-1,,,4364,3,
2020-10-14 19:00:00,,66.13360379,Georgia,42.804133,-121.554201,64876.90669,16,,-1,1381.3,80,80,,-1,,,40244,2105,
2020-10-14 19:00:00,,66.39961647,Georgia,40.203322,-78.194525,64877.90584,345,,9,1386.4,,,386,-1,,127,81971,2454,
2020-10-14 19:00:00,,66.66562914,Georgia,17.220833,-67.590149,64878.90498,72,,0,1391.5,212,212,18,0,88,,33298,904,
2020-10-15 18:00:00,,66.93164182,Hawaii,40.580095,-72.477429,64879.90413,4128,4128,70,1396.6,,,4305,-1,,1134,469191,20958,
2020-10-15 18:00:00,,67.1976545,Hawaii,32.836081,-82.163725,64880.90327,1740,1595,49,1401.7,4388,4388,1273,-1,989,425,144077,5284,
2020-10-15 18:00:00,,67.46366718,Hawaii,42.969515,-100.901813,64881.90242,171,,-1,1406.8,723,723,,-1,245,,53705,-1,
2020-10-15 18:00:00,,67.72967986,Hawaii,34.517491,-87.580447,64882.90156,331,331,3,1411.9,1895,1895,380,8,796,217,120289,6236,
2020-10-15 18:00:00,,67.99569254,Idaho,30.968599,-100.901813,64883.90071,2478,2412,30,1417,,,1027,-1,,,225624,6272,
2020-10-15 18:00:00,,68.26170522,Idaho,38.32098,-112.093731,64884.89985,5704,5704,112,1422.1,8455,8455,2691,141,,746,363155,10897,
2020-10-15 18:00:00,,68.5277179,Idaho,36.431573,-79.656894,64885.899,2039,1942,48,1427.2,6754,6754,1499,75,,597,152206,6366,
2020-10-15 18:00:00,,68.79373058,Idaho,43.558803,-73.577841,64886.89814,69,69,0,1432.3,213,213,36,2,,18,22091,-1,586
2020-10-15 18:00:00,,69.05974326,Illinois,46.751074,-121.740139,64887.89729,5356,5162,31,1437.4,,,1255,-1,,531,353155,11328,
2020-10-15 18:00:00,,69.32575594,Illinois,42.78444,-89.787868,64888.89643,708,699,16,1442.5,2038,2038,492,53,699,224,147398,7625,
2020-10-15 18:00:00,,69.59176862,Illinois,37.597626,-81.454903,64889.89558,588,,12,1447.6,,,774,-1,,,128664,4662,
2020-10-15 18:00:00,,69.8577813,Illinois,42.075968,-108.290284,64890.89472,1,,-1,1452.7,,,,-1,,,3317,11,
2020-10-15 18:00:00,,70.12379398,Indiana,62.588753,-155.493062,64891.89387,509,,16,1457.8,1747,1747,640,35,,169,97352,1330,
2020-10-15 18:00:00,,70.38980665,Indiana,31.318231,-87.902298,64892.89301,15,,-1,1462.9,62,62,2,-1,,,25622,670,
2020-10-15 18:00:00,,70.65581933,Indiana,34.20105,-92.831833,64893.89216,651,651,10,1468,,,480,-1,,,220603,6185,
2020-10-15 18:00:00,,70.92183201,Indiana,33.048928,-112.093731,64894.8913,34,34,-1,1473.1,129,129,32,-1,,,51638,1684,
2020-10-15 18:00:00,,71.18784469,Iowa,35.778261,-120.417932,64895.89045,118,,5,1478.2,,,,-1,,,50205,2406,
2020-10-15 18:00:00,,71.45385737,Iowa,38.550051,-106.782067,64896.88959,158,,-1,1483.3,334,334,109,-1,108,,39211,63,
2020-10-15 18:00:00,,71.71987005,Iowa,40.603221,-74.087749,64897.88873,11902,10248,113,1488.4,,,3563,-1,,1060,330134,11067,
2020-10-15 18:00:00,,71.98588273,Iowa,37.905985,-78.033418,64898.88788,252,,10,1493.5,885,885,222,-1,,,118795,4697,
2020-10-15 18:00:00,,72.25189541,Kansas,37.910832,-76.52767,64899.88702,368,,0,1498.6,,,422,-1,,104,67001,1469,
2020-10-15 18:00:00,,72.51790809,Kansas,26.664827,-82.515754,64900.88617,22477,,173,1503.7,86206,86206,6219,424,,2076,1030484,38249,
2020-10-15 18:00:00,,72.78392077,Kansas,31.157435,-83.907123,64901.88531,1609,1456,28,1508.8,4869,4869,865,78,1276,365,219227,-1,
2020-10-15 18:00:00,,73.04993345,Kansas,18.898682,-156.665857,64902.88446,287,,2,1513.9,877,877,179,14,,72,118161,5055,
2020-10-15 18:00:00,,73.31594613,Kentucky,40.878003,-94.097702,64903.8836,136,,-1,1519,698,698,152,7,,47,88586,2621,
2020-10-15 18:00:00,,73.58195881,Kentucky,43.068202,-115.742041,64904.88275,4402,,60,1524.1,,,1872,-1,,,266224,7014,
2020-10-15 18:00:00,,73.84797148,Kentucky,39.633125,-90.398528,64905.88189,121,58,-1,1529.2,,,143,-1,,14,,-1,
2020-10-15 18:00:00,,74.11398416,Kentucky,39.551217,-86.602364,64906.88104,488,,9,1534.3,1402,1402,272,30,,65,78230,1763,
2020-10-15 18:00:00,,74.37999684,Louisiana,38.011902,-99.484246,64907.88018,379,379,-1,1539.4,1420,1420,,-1,,,101208,-1,
2020-10-15 18:00:00,,74.64600952,Louisiana,36.839333,-85.270018,64908.87933,43,,-1,1544.5,303,303,74,7,,,24216,689,
2020-10-15 18:00:00,,74.9120222,Louisiana,30.244823,-93.145024,64909.87847,294,294,4,1549.6,1473,1473,514,19,,,302912,10126,
2020-10-15 18:00:00,,75.17803488,Louisiana,41.407211,-72.382437,64910.87762,1304,,32,1554.7,,,1790,-1,,,591739,27307,
2020-10-15 18:00:00,,75.44404756,Maine,38.045755,-77.641271,64911.87676,77,,0,1559.8,577,577,167,11,193,,159705,3400,
2020-10-15 18:00:00,,75.71006024,Maine,44.253783,-70.445469,64912.87591,1001,967,24,1564.9,5413,5413,1504,97,,380,155884,6542,
2020-10-15 18:00:00,,75.97607292,Maine,43.314844,-86.602364,64913.87505,5,5,-1,1570,,,,-1,,,1193,-1,
2020-10-15 18:00:00,,76.2420856,Maine,45.729553,-95.6859,64914.8742,52,52,-1,1575.1,,,19,-1,,,22196,959,
2020-10-15 18:00:00,,76.50809828,Maryland,36.964253,-92.831833,64915.87334,991,991,8,1580.2,,,330,-1,,89,280176,3379,
2020-10-15 18:00:00,,76.77411096,Maryland,31.354668,-90.398528,64916.87249,452,452,7,1585.3,2017,2017,360,40,487,127,134205,5548,
2020-10-15 18:00:00,,77.04012364,Maryland,45.879682,-111.362566,64917.87163,63,,1,1590.4,,,54,-1,,12,71935,2440,
2020-10-15 18:00:00,,77.30613631,Maryland,34.759573,-80.0193,64918.87078,6,,-1,1595.5,68,68,7,0,,,15677,370,
2020-10-16 15:00:00,,77.57214899,Massachusetts,46.551493,-102.002012,64919.86992,9,9,-1,1600.6,,,7,-1,,,32029,654,
2020-10-16 15:00:00,,77.83816167,Massachusetts,40.492537,-100.901813,64920.86907,475,475,8,1605.7,1376,1376,518,26,496,,134846,3829,
2020-10-16 15:00:00,,78.10417435,Massachusetts,42.193852,-72.572395,64921.86821,97,,0,1610.8,519,519,64,10,,,77065,5483,
2020-10-16 15:00:00,,78.37018703,Massachusetts,39.058324,-75.405661,64922.86736,-1,,-1,1615.9,,,,-1,,,104,-1,
2020-10-16 15:00:00,,78.63619971,Michigan,33.97273,-106.032363,64923.8665,650,,26,1621,2635,2635,807,40,,312,128831,7167,
2020-10-16 15:00:00,,78.90221239,Michigan,37.80261,-117.419389,64924.86565,3107,,75,1626.1,,,4518,-1,,1323,1058969,27482,
2020-10-16 15:00:00,,79.16822507,Michigan,42.299428,-75.217933,64925.86479,1090,,28,1631.2,3788,3788,684,53,,,97191,3147,24875
2020-10-16 15:00:00,,79.43423775,Michigan,39.417287,-83.907123,64926.86393,3284,,65,1636.3,10945,10945,1032,-1,,,119822,5724,
2020-10-16 15:00:00,,79.70025043,Minnesota,34.007752,-98.092877,64927.86308,367,,9,1641.4,,,392,-1,,,27467,1204,
2020-10-16 15:00:00,,79.96626311,Minnesota,42.804133,-121.554201,64928.86222,372,326,10,1646.5,,,268,-1,,,30904,1270,
2020-10-16 15:00:00,,80.23227579,Minnesota,40.203322,-78.194525,64929.86137,1990,1990,42,1651.6,7992,7992,,-1,,,565626,-1,
2020-10-16 15:00:00,,80.49828847,Minnesota,17.220833,-67.590149,64930.86051,1556,,29,1656.7,6437,6437,1028,92,1533,,265192,15169,
2020-10-16 15:00:00,,80.76430115,Mississippi,40.580095,-72.477429,64931.85966,4,,-1,1661.8,,,,-1,,,4360,134,
2020-10-16 15:00:00,,81.03031382,Mississippi,32.836081,-82.163725,64932.8588,16,,-1,1666.9,80,80,,-1,,,38138,-105,
2020-10-16 15:00:00,,81.2963265,Mississippi,42.969515,-100.901813,64933.85795,335,,17,1672,,,386,-1,,129,79516,3897,
2020-10-16 15:00:00,,81.56233918,Mississippi,34.517491,-87.580447,64934.85709,71,,2,1677.1,211,211,25,-1,88,,32393,963,
2020-10-16 15:00:00,,81.82835186,Missouri,30.968599,-100.901813,64935.85624,122,,-1,1682.2,,,,-1,,,57152,1732,
2020-10-16 15:00:00,,82.09436454,Missouri,38.32098,-112.093731,64936.85538,171,,0,1687.3,358,358,113,11,108,,41281,85,
2020-10-16 15:00:00,,82.36037722,Missouri,36.431573,-79.656894,64937.85453,12095,10434,82,1692.4,,,3508,-1,,1052,357529,16298,
2020-10-16 15:00:00,,82.6263899,Missouri,43.558803,-73.577841,64938.85367,264,,5,1697.5,885,885,210,-1,,,127314,4587,
2020-10-16 15:00:00,,82.89240258,Montana,46.751074,-121.740139,64939.85282,382,,7,1702.6,,,422,-1,,104,74925,1145,
2020-10-16 15:00:00,,83.15841526,Montana,42.78444,-89.787868,64940.85196,22728,,109,1707.7,86900,86900,5839,325,,1907,1088185,24910,
2020-10-16 15:00:00,,83.42442794,Montana,37.597626,-81.454903,64941.85111,1656,1503,31,1712.8,4997,4997,911,76,1327,366,243394,6855,
2020-10-16 15:00:00,,83.69044062,Montana,42.075968,-108.290284,64942.85025,287,,-1,1717.9,884,884,75,4,,44,118161,-1,
2020-10-16 15:00:00,,83.9564533,Nebraska,62.588753,-155.493062,64943.8494,137,,0,1723,707,707,136,4,,42,93627,2894,
2020-10-16 15:00:00,,84.22246598,Nebraska,31.318231,-87.902298,64944.84854,4504,,86,1728.1,,,1884,-1,,,277552,6882,
2020-10-16 15:00:00,,84.48847865,Nebraska,34.20105,-92.831833,64945.84769,123,59,0,1733.2,,,146,-1,,16,,-1,
2020-10-16 15:00:00,,84.75449133,Nebraska,33.048928,-112.093731,64946.84683,505,,6,1738.3,1437,1437,235,19,,61,81056,1288,
2020-10-16 15:00:00,,85.02050401,Nevada,35.778261,-120.417932,64947.84598,390,390,10,1743.4,1420,1420,,-1,,,122616,10946,
2020-10-16 15:00:00,,85.28651669,Nevada,38.550051,-106.782067,64948.84512,43,,-1,1748.5,315,315,76,3,,,25017,445,
2020-10-16 15:00:00,,85.55252937,Nevada,40.603221,-74.087749,64949.84427,300,300,2,1753.6,1488,1488,637,6,,,319416,11524,
2020-10-16 15:00:00,,85.81854205,Nevada,37.905985,-78.033418,64950.84341,1346,,10,1758.7,,,1550,-1,,,631151,28580,
2020-10-16 15:00:00,,86.08455473,New Hampshire,37.910832,-76.52767,64951.84256,79,,-1,1763.8,594,594,178,8,196,,166637,3123,
2020-10-16 15:00:00,,86.35056741,New Hampshire,26.664827,-82.515754,64952.8417,1013,979,4,1768.9,5608,5608,1501,91,,360,165085,5112,
2020-10-16 15:00:00,,86.61658009,New Hampshire,31.157435,-83.907123,64953.84085,5,5,-1,1774,,,,-1,,,1277,-1,
2020-10-16 15:00:00,,86.88259277,New Hampshire,18.898682,-156.665857,64954.83999,53,53,-1,1779.1,,,21,-1,,,23546,572,
2020-10-16 15:00:00,,87.14860545,New Jersey,40.878003,-94.097702,64955.83913,1000,1000,0,1784.2,,,167,-1,,51,290723,8142,
2020-10-16 15:00:00,,87.41461813,New Jersey,43.068202,-115.742041,64956.83828,458,458,5,1789.3,2067,2067,378,29,495,126,144501,4827,
2020-10-16 15:00:00,,87.68063081,New Jersey,39.633125,-90.398528,64957.83742,66,,-1,1794.4,,,47,-1,,10,74543,543,
2020-10-16 15:00:00,,87.94664348,New Jersey,39.551217,-86.602364,64958.83657,7,,-1,1799.5,72,72,7,2,,,16330,-1,
2020-10-16 15:00:00,,88.21265616,New Mexico,38.011902,-99.484246,64959.83571,9,9,-1,1804.6,,,12,-1,,,34254,1365,
2020-10-16 15:00:00,,88.47866884,New Mexico,36.839333,-85.270018,64960.83486,487,487,2,1809.7,1391,1391,459,4,503,,144578,2607,
2020-10-16 15:00:00,,88.74468152,New Mexico,30.244823,-93.145024,64961.834,97,,-1,1814.8,519,519,64,-1,,,80425,3359,
2020-10-16 15:00:00,,89.0106942,New Mexico,41.407211,-72.382437,64962.83315,-1,,-1,1819.9,,,,-1,,,104,-1,
2020-10-16 15:00:00,,89.27670688,New York,38.045755,-77.641271,64963.83229,679,,0,1825,2702,2702,795,29,,336,137823,4666,
2020-10-16 15:00:00,,89.54271956,New York,44.253783,-70.445469,64964.83144,3260,,56,1830.1,,,4290,-1,,1292,1156403,54070,
2020-10-16 15:00:00,,89.80873224,New York,43.314844,-86.602364,64965.83058,877,,-1,1835.2,3865,3865,649,23,,,103914,3306,29934
2020-10-16 15:00:00,,90.07474492,New York,45.729553,-95.6859,64966.82973,3407,,68,1840.3,10945,10945,936,-1,,,133187,5135,
2020-10-16 15:00:00,,90.3407576,North Carolina,36.964253,-92.831833,64967.82887,382,,7,1845.4,,,368,-1,,,29402,912,
2020-10-16 15:00:00,,90.60677028,North Carolina,31.354668,-90.398528,64968.82802,391,344,8,1850.5,,,228,-1,,,33194,983,
2020-10-16 15:00:00,,90.87278296,North Carolina,45.879682,-111.362566,64969.82716,2048,2048,8,1855.6,8477,8477,,84,,,606203,20967,
2020-10-16 15:00:00,,91.13879564,North Carolina,34.759573,-80.0193,64970.82631,1605,,13,1860.7,6789,6789,1009,54,1556,,313473,29551,
2020-10-16 15:00:00,,91.40480832,North Dakota,46.551493,-102.002012,64971.82545,4,,-1,1865.8,,,,-1,,,4449,84,
2020-10-16 15:00:00,,91.67082099,North Dakota,40.492537,-100.901813,64972.8246,16,,-1,1870.9,81,81,,0,,,41034,789,
2020-10-16 15:00:00,,91.93683367,North Dakota,42.193852,-72.572395,64973.82374,350,,4,1876,,,375,-1,,123,85589,3617,
2020-10-16 15:00:00,,92.20284635,North Dakota,39.058324,-75.405661,64974.82289,72,,-1,1881.1,212,212,25,-1,88,,34252,953,
2020-10-16 15:00:00,,92.46885903,Ohio,33.97273,-106.032363,64975.82203,4176,4176,47,1886.2,,,4189,-1,,1143,487752,18560,
2020-10-16 15:00:00,,92.73487171,Ohio,37.80261,-117.419389,64976.82118,1750,1606,9,1891.3,4388,4388,1245,-1,989,440,149464,5386,
2020-10-16 15:00:00,,93.00088439,Ohio,42.299428,-75.217933,64977.82032,171,,-1,1896.4,723,723,,-1,245,,53705,-1,
2020-10-16 15:00:00,,93.26689707,Ohio,39.417287,-83.907123,64978.81947,333,333,1,1901.5,1895,1895,380,-1,796,217,121996,1706,
2020-10-16 15:00:00,,93.53290975,Oklahoma,34.007752,-98.092877,64979.81861,2490,2424,11,1906.6,,,1018,-1,,,230737,5112,
2020-10-16 15:00:00,,93.79892243,Oklahoma,42.804133,-121.554201,64980.81776,5796,5796,91,1911.7,8538,8538,2596,82,,701,374815,11659,
2020-10-16 15:00:00,,94.06493511,Oklahoma,40.203322,-78.194525,64981.8169,2089,1988,49,1916.8,6992,6992,1459,237,,561,156121,3914,
2020-10-16 15:00:00,,94.33094779,Oklahoma,17.220833,-67.590149,64982.81604,69,69,-1,1921.9,215,215,36,1,,15,22091,-1,586
2020-10-16 15:00:00,,94.59696047,Oregon,40.580095,-72.477429,64983.81519,5395,5193,38,1927,,,1113,-1,,487,363547,10391,
2020-10-16 15:00:00,,94.86297315,Oregon,32.836081,-82.163725,64984.81433,730,721,21,1932.1,2089,2089,486,50,715,220,153068,5669,
2020-10-16 15:00:00,,95.12898582,Oregon,42.969515,-100.901813,64985.81348,593,,4,1937.2,,,774,-1,,,135465,6800,
2020-10-16 15:00:00,,95.3949985,Oregon,34.517491,-87.580447,64986.81262,1,,-1,1942.3,,,,-1,,,3317,-1,
2020-10-16 15:00:00,,95.66101118,Pennsylvania,30.968599,-100.901813,64987.81177,520,,10,1947.4,1772,1772,607,24,,157,101829,4476,
2020-10-16 15:00:00,,95.92702386,Pennsylvania,38.32098,-112.093731,64988.81091,15,,-1,1952.5,62,62,2,-1,,,26416,793,
2020-10-16 15:00:00,,96.19303654,Pennsylvania,36.431573,-79.656894,64989.81006,658,658,6,1957.6,,,492,-1,,,230431,9827,
2020-10-16 15:00:00,,96.45904922,Pennsylvania,43.558803,-73.577841,64990.8092,34,34,-1,1962.7,129,129,29,-1,,,53320,1681,
2020-10-16 15:00:00,,96.7250619,Rhode Island,46.751074,-121.740139,64991.80835,122,,3,1967.8,,,,-1,,,55419,5213,
2020-10-16 15:00:00,,96.99107458,Rhode Island,42.78444,-89.787868,64992.80749,170,,11,1972.9,346,346,114,11,108,,41195,1983,
2020-10-16 15:00:00,,97.25708726,Rhode Island,37.597626,-81.454903,64993.80664,12012,10355,109,1978,,,3410,-1,,1029,341230,11095,
2020-10-16 15:00:00,,97.52309994,Rhode Island,42.075968,-108.290284,64994.80578,258,,5,1983.1,885,885,207,-1,,,122726,3930,
2020-10-16 15:00:00,,97.78911262,South Carolina,62.588753,-155.493062,64995.80493,374,,5,1988.2,,,422,-1,,104,73779,6777,
2020-10-16 15:00:00,,98.0551253,South Carolina,31.318231,-87.902298,64996.80407,22618,,140,1993.3,86574,86574,5896,367,,1980,1063274,32789,
2020-10-16 15:00:00,,98.32113798,South Carolina,34.20105,-92.831833,64997.80322,1624,1471,14,1998.4,4920,4920,913,50,1304,342,236538,17310,
2020-10-16 15:00:00,,98.58715066,South Carolina,33.048928,-112.093731,64998.80236,287,,-1,2003.5,879,879,179,1,,72,118161,-1,
2020-10-16 15:00:00,,98.85316333,South Dakota,35.778261,-120.417932,64999.80151,136,,-1,2008.6,702,702,155,3,,36,90732,2145,
2020-10-16 15:00:00,,99.119176,South Dakota,38.550051,-106.782067,65000.80065,4417,,14,2013.7,,,1820,-1,,,270669,4444,
2020-10-16 15:00:00,,99.3851887,South Dakota,40.603221,-74.087749,65001.7998,122,59,0,2018.8,,,149,-1,,23,,-1,
2020-10-16 15:00:00,,99.6512014,South Dakota,37.905985,-78.033418,65002.79894,498,,9,2023.9,1417,1417,259,14,,63,79767,1536,
2020-10-16 15:00:00,,99.9172141,Tennessee,37.910832,-76.52767,65003.79809,379,379,-1,2029,1420,1420,,-1,,,111669,10460,
2020-10-16 15:00:00,,100.1832267,Tennessee,26.664827,-82.515754,65004.79723,43,,-1,2034.1,311,311,76,7,,,24571,354,
2020-10-16 15:00:00,,100.4492394,Tennessee,31.157435,-83.907123,65005.79638,297,297,2,2039.2,1481,1481,512,7,,,307891,4978,
2020-10-16 15:00:00,,100.7152521,Tennessee,18.898682,-156.665857,65006.79552,1335,,30,2044.3,,,1511,-1,,,602570,10830,
2020-10-16 15:00:00,,100.9812648,Texas,40.878003,-94.097702,65007.79467,79,,1,2049.4,585,585,180,7,195,,163513,3807,
2020-10-16 15:00:00,,101.2472774,Texas,43.068202,-115.742041,65008.79381,1008,974,6,2054.5,5516,5516,1523,102,,378,159972,4087,
2020-10-16 15:00:00,,101.5132901,Texas,39.633125,-90.398528,65009.79296,5,5,-1,2059.6,,,,-1,,,1277,83,
2020-10-16 15:00:00,,101.7793028,Texas,39.551217,-86.602364,65010.7921,53,53,0,2064.7,,,13,-1,,,22973,776,
2020-10-16 15:00:00,,102.0453155,Utah,38.011902,-99.484246,65011.79124,999,999,7,2069.8,,,167,-1,,51,282580,2403,
2020-10-16 15:00:00,,102.3113282,Utah,36.839333,-85.270018,65012.79039,452,452,-1,2074.9,2037,2037,363,19,493,130,139673,5467,
2020-10-16 15:00:00,,102.5773408,Utah,30.244823,-93.145024,65013.78953,66,,2,2080,,,47,-1,,10,73999,2063,
2020-10-17 16:00:00,,102.8433535,Utah,41.407211,-72.382437,65014.78868,7,,0,2085.1,69,69,7,0,,,16330,652,
2020-10-17 16:00:00,,103.1093662,Vermont,38.045755,-77.641271,65015.78782,9,9,-1,2090.2,,,9,-1,,,32888,858,
2020-10-17 16:00:00,,103.3753789,Vermont,44.253783,-70.445469,65016.78697,484,484,8,2095.3,1386,1386,454,9,500,,141970,7123,
2020-10-17 16:00:00,,103.6413916,Vermont,43.314844,-86.602364,65017.78611,97,,-1,2100.4,519,519,64,-1,,,77065,-1,
2020-10-17 16:00:00,,103.9074042,Vermont,45.729553,-95.6859,65018.78526,-1,,-1,2105.5,,,,-1,,,104,-1,
2020-10-17 16:00:00,,104.1734169,Virginia,36.964253,-92.831833,65019.7844,678,,27,2110.6,2672,2672,790,36,,343,133156,4324,
2020-10-17 16:00:00,,104.4394296,Virginia,31.354668,-90.398528,65020.78355,3203,,95,2115.7,,,4423,-1,,1312,1102332,43362,
2020-10-17 16:00:00,,104.7054423,Virginia,45.879682,-111.362566,65021.78269,877,,-214,2120.8,3841,3841,670,52,,,100607,3415,27490
2020-10-17 16:00:00,,104.971455,Virginia,34.759573,-80.0193,65022.78184,3338,,53,2125.9,10945,10945,993,-1,,,128051,8228,
2020-10-17 16:00:00,,105.2374676,Washington,46.551493,-102.002012,65023.78098,374,,6,2131,,,381,-1,,,28489,1021,
2020-10-17 16:00:00,,105.5034803,Washington,40.492537,-100.901813,65024.78013,382,335,9,2136.1,,,249,-1,,,32210,1305,
2020-10-17 16:00:00,,105.769493,Washington,42.193852,-72.572395,65025.77927,2039,2039,48,2141.2,8392,8392,,399,,,585235,19608,
2020-10-17 16:00:00,,106.0355057,Washington,39.058324,-75.405661,65026.77842,1591,,34,2146.3,6734,6734,1004,296,1553,,283921,18728,
2020-10-17 16:00:00,,106.3015184,West Virginia,33.97273,-106.032363,65027.77756,4,,-1,2151.4,,,,-1,,,4364,3,
2020-10-17 16:00:00,,106.567531,West Virginia,37.80261,-117.419389,65028.77671,16,,-1,2156.5,80,80,,-1,,,40244,2105,
2020-10-17 16:00:00,,106.8335437,West Virginia,42.299428,-75.217933,65029.77585,345,,9,2161.6,,,386,-1,,127,81971,2454,
2020-10-17 16:00:00,,107.0995564,West Virginia,39.417287,-83.907123,65030.775,72,,0,2166.7,212,212,18,0,88,,33298,904,
2020-10-17 16:00:00,,107.3655691,Wisconsin,34.007752,-98.092877,65031.77414,4128,4128,70,2171.8,,,4305,-1,,1134,469191,20958,
2020-10-17 16:00:00,,107.6315817,Wisconsin,42.804133,-121.554201,65032.77329,1740,1595,49,2176.9,4388,4388,1273,-1,989,425,144077,5284,
2020-10-17 16:00:00,,107.8975944,Wisconsin,40.203322,-78.194525,65033.77243,171,,-1,2182,723,723,,-1,245,,53705,-1,
2020-10-17 16:00:00,,108.1636071,Wisconsin,17.220833,-67.590149,65034.77158,331,331,3,2187.1,1895,1895,380,8,796,217,120289,6236,
2020-10-17 16:00:00,,108.4296198,Wyoming,40.580095,-72.477429,65035.77072,2478,2412,30,2192.2,,,1027,-1,,,225624,6272,
